Id,ΔTmrt,ΔTs,ΔUHI,vertohor,blddensity,bldheight
5,11.37030365038295,-1.2304907508089968,-0.026612591262445973,0.1212180033326149,0.0301325991749763,16.92
9,9.94359874751563,-4.101559058651382,-0.10750117118710414,0.1779610067605972,0.0610694997012615,9.11811023622
12,10.062489492505861,-3.3366967143086654,-0.0768259685701537,0.1919749975204468,0.0318439006805419,29.528571428599996
15,10.182595398354628,-3.3094548627788853,-0.07312468417077583,0.2074359953403473,0.0611227005720138,14.8590604027
16,10.230730572176256,-2.506718579346682,-0.04186400731482251,0.2933290004730225,0.0620350018143653,22.0677966102
23,8.48749005290145,-5.067671629486092,-0.07578417558015932,0.5288010239601135,0.1290220022201538,19.0071428571
24,8.881659352037339,-4.12755231459014,-0.053460304882278875,0.6044110059738159,0.1716469973325729,15.967741935499998
25,9.910821690615748,-3.408434473454058,-0.06482813398364448,0.2764619886875153,0.0734233036637306,17.7517241379
32,9.491073179910693,-4.238104403710281,-0.08701246575531343,0.2753770053386688,0.0673737004399299,18.9933774834
33,9.513976761210273,-4.648560597788524,-0.11915440591007215,0.2034779936075211,0.0515007004141807,16.5306122449
34,7.949266172205242,-5.283483198932885,-0.06035373867330812,0.7801470160484314,0.2068410068750381,17.0802469136
35,7.905311826491946,-5.111203019218372,-0.04952233023511776,0.8772929906845093,0.2188040018081665,18.7881355932
36,9.264705825772644,-4.375442984787782,-0.07414940283444763,0.3797450065612793,0.1402699947357178,21.1437125749
38,10.022618333636792,-3.808828812340458,-0.08723264751962176,0.2119580060243607,0.0936947986483573,10.1052631579
42,10.443660214253562,-3.38393669535521,-0.10237568696616106,0.1213459968566895,0.0329792983829975,16.04
44,9.46440208337139,-4.509352290436198,-0.10136381801488306,0.24612200260162348,0.0653906017541885,16.6518987342
45,8.885106369681921,-4.888688942166603,-0.08617690653119042,0.3913699984550476,0.10049799829721448,17.9464285714
46,9.339424087352882,-4.5879233264875765,-0.09650112332373345,0.2780910134315491,0.0753104984760284,17.5235294118
51,10.378438407443696,-3.662742406017948,-0.11954565318143018,0.1136429980397224,0.035673800855875,13.2105263158
52,8.11444026259425,-5.249213224589475,-0.06626178089414908,0.6901819705963135,0.1839289963245392,15.711060948100002
53,9.098290468192431,-4.327443610706091,-0.07055537059614775,0.4187780022621155,0.1026069968938828,15.721254355399997
54,9.575544422317087,-3.3357360689060798,-0.05385268262570553,0.3646039962768555,0.0563234984874725,29.4692307692
55,10.109273321047787,-3.3856239492282327,-0.08185128995413321,0.1785999983549118,0.0319420993328094,23.2674418605
58,10.4803880420761,-3.0477237132546264,-0.08111285110227018,0.1408129930496216,0.0326255001127719,19.8493150685
59,11.827810741431975,-1.332743703922084,-0.048078808696391195,0.05204499885439871,0.0349811017513275,12.5714285714
60,11.108197825052969,-2.0944546813350016,-0.05518747806930266,0.11597999930381771,0.0446874983608722,13.8591549296
63,9.239702189063244,-4.656548470230959,-0.09057637737560068,0.3212119936943054,0.1060980036854744,12.6082474227
64,10.897827968007029,-2.036906217112808,-0.04309605912604872,0.1722930073738098,0.0592354983091354,10.4372093023
76,9.577834687623039,-4.478779070467169,-0.10585968949499439,0.22435499727725977,0.0671838000416755,15.0833333333
84,10.639171284402927,-3.3462146670756496,-0.11413870562877831,0.0983977019786834,0.0394725017249584,11.7
88,11.025296508393104,-1.7455654130710343,-0.037850911372777296,0.1473069936037064,0.0329681001603603,24.0
97,9.73044577534634,-3.8857099879819614,-0.07881524286973449,0.2678270041942596,0.0784054994583129,13.0815450644
98,11.028696608398064,-2.687638884740487,-0.09625475885551962,0.0780697986483573,0.030120700597763,10.9120879121
107,10.384433927078241,-3.4694720012343083,-0.10202832217827337,0.1292199939489365,0.0371720008552074,17.8732394366
108,9.485075597966535,-4.7427192553786455,-0.11762562386246031,0.21648100018501276,0.0681099966168403,13.5901639344
109,9.525235760119173,-3.810015215777227,-0.06561487608394706,0.3548980057239532,0.0959827974438667,13.9285714286
110,10.39747001077432,-2.4134426729938525,-0.044333476728587645,0.24026800692081446,0.0482135005295276,20.6279069767
115,10.617757917716105,-3.4856356602549994,-0.12823310736202415,0.085633099079132,0.0310150999575853,12.2045454545
116,10.181060454101406,-3.7594360560737954,-0.10391393292242704,0.1524229943752289,0.0486950986087322,11.7826086957
117,10.58340475456071,-3.308284233071099,-0.1052988396987587,0.10953900218009952,0.0386004000902175,12.3829787234
118,9.516757783808998,-4.183586452568335,-0.0887956522039246,0.2597050070762634,0.0548853985965251,17.9818181818
119,10.454498176697264,-3.0838208828066414,-0.07914886829899784,0.1516889929771423,0.0404531992971897,15.0285714286
125,11.18091047479269,-1.661488359385011,-0.03789361976598113,0.1328230053186417,0.0410206988453865,10.40625
130,9.591092138146116,-4.462769505958157,-0.10404149423472689,0.22896799445152277,0.0740040019154548,13.617977528100003
131,8.962888037069405,-4.8844047269396285,-0.0865028367865932,0.3878679871559143,0.1307740062475204,12.1707317073
132,8.862017837267132,-5.045611477792832,-0.09769113729029472,0.3460919857025146,0.0759060010313987,18.1780821918
136,10.315566028799843,-3.5754862892906303,-0.10655010136254933,0.1302250027656555,0.0351563990116119,10.94
138,9.86535840578371,-3.6136707375943047,-0.07132785317802473,0.2678509950637817,0.0797159001231193,15.5755813953
139,9.36357954604727,-4.539545020685267,-0.09021381517265459,0.3027899861335754,0.1070410013198853,13.5213270142
140,9.078794041383972,-5.070524162929281,-0.0978566599913222,0.3339180052280426,0.1634519994258881,12.3403361345
141,8.788341810886251,-5.199854235419295,-0.09168765461409698,0.4025050103664398,0.1522420048713684,11.4465240642
142,8.17827515120564,-5.500434727866441,-0.07508091271470213,0.6015859842300415,0.22359700500965124,12.9539748954
143,9.170442002113305,-4.589680786815698,-0.08271484351911901,0.3634339869022369,0.1221700012683868,11.9132947977
144,8.660134999401905,-5.067955207738329,-0.07732207474224428,0.49091899394989,0.1984740048646927,12.1561085973
145,10.16084915652452,-3.6283988635828237,-0.0871262395756702,0.1901800036430359,0.0778732001781463,8.34545454545
150,8.49855462693533,-5.035914481257684,-0.07441800137754628,0.5360209941864014,0.1363389939069748,14.632016632
151,10.273885009632409,-2.637256945967323,-0.047821861459496545,0.2601799964904785,0.058964598923921495,21.2785714286
153,8.360698621185968,-5.477071655154425,-0.08495603857982698,0.5104870200157166,0.1614550054073334,13.746835443
154,8.303682307050018,-5.180728239418208,-0.07058963033904317,0.6134949922561646,0.1788779944181442,16.4725848564
155,8.483317374883406,-5.260574444344208,-0.07997399539780767,0.5111209750175476,0.1675879955291748,14.235616438399997
156,8.670686901250605,-4.996542643434623,-0.07952002197324931,0.4682930111885071,0.1256430000066757,16.5924657534
161,9.513070737028272,-3.810411984344526,-0.06393524414677654,0.3690940141677856,0.1082099974155426,15.2272727273
