Id,ΔTmrt,ΔTs,ΔUHI,vertohor,blddensity,bldheight
3,9.200044098286362,-4.534250317754193,-0.09371542564371432,0.3074730038642883,0.0734940990805625,17.4512195122
4,10.004375201601228,-3.72658801865348,-0.09987973724161389,0.1746779978275299,0.044371098279953,15.8727272727
5,10.929890614301463,-2.5496142367356995,-0.08030685334987758,0.1096329987049103,0.0548177994787693,8.63571428571
10,8.985555756871285,-5.426184208031707,-0.11485531246066012,0.2982969880104065,0.1969749927520752,8.43956043956
11,9.45905710067585,-4.709571781656145,-0.12453597109706648,0.2022420018911362,0.057074598968029,19.2931034483
14,9.685861914387218,-4.27394644773652,-0.1190119726950363,0.1765560060739517,0.0384153984487056,21.7407407407
16,10.542425544435133,-3.036782652907789,-0.08765485198051687,0.1376339942216873,0.050044398754835094,9.36774193548
17,10.520406803085265,-2.860112437332667,-0.07735224780723876,0.1535280048847198,0.0446260012686252,15.5257731959
29,10.930849560506061,-2.658509130836414,-0.09565067351240132,0.0854075998067855,0.0302048996090889,9.88043478261
33,10.93342942933348,-2.4385260808499893,-0.07694161581026393,0.1058730036020279,0.0364484004676342,14.0526315789
35,10.375350773127614,-3.0738814417800455,-0.08513691463362244,0.1486829966306686,0.0332619994878768,21.0405405405
36,10.33273521785744,-2.921217212904999,-0.0711995971451529,0.1867340058088303,0.04472669959068291,21.195652173900005
41,9.109434061068761,-4.5063597741197725,-0.08490252343626789,0.365444004535675,0.0994893983006477,14.9213973799
46,11.658518876721644,-2.0684199588164063,-0.28958432951913393,0.0229937992990016,0.0347586013376712,6.0
50,8.509211036752923,-5.033698794762415,-0.0687769942691838,0.5314300060272217,0.156479999423027,32.5652173913
51,8.87941132345862,-4.609354523977579,-0.08136705121199839,0.4026879966259003,0.0798569023609161,24.464516129
52,10.634837954128848,-2.940476961744686,-0.08475678084538983,0.1353199928998947,0.05973010137677189,15.7391304348
54,10.218595240132998,-3.775080296713888,-0.11956268210087731,0.12916100025177,0.0447677001357078,13.9166666667
58,9.037851485980703,-4.733567868024338,-0.08778990734060292,0.3769910037517548,0.1389829963445663,12.0591549296
59,8.966674339048659,-4.836606237504384,-0.09855893314122806,0.3295739889144897,0.0736033990979194,18.0921052632
60,10.804224943145641,-2.420817493732656,-0.07017821541653298,0.1299149990081787,0.0307995993643999,17.1477272727
64,10.621543873461874,-3.4537943383095353,-0.12845059321430244,0.0926347970962524,0.061664201319217606,6.58378378378
68,9.493762056096855,-4.3294687984532985,-0.10735259902082006,0.2165980041027069,0.0421014986932277,28.9090909091
69,9.012964483730137,-4.96815591800673,-0.11145354887549427,0.2823179960250854,0.0612754002213478,23.5714285714
71,10.407562050085197,-3.0010101760416887,-0.0817218500809917,0.150180995464325,0.0337264984846115,29.28
72,9.757014749152845,-3.5445171403068443,-0.06929967922270716,0.3099470138549805,0.0971492975950241,15.7748344371
73,9.47227109829867,-4.358117794349056,-0.0962589310769764,0.2689599990844727,0.08684320002794259,11.3522727273
74,9.471456503950257,-4.520259228947154,-0.11821441556204047,0.2044139951467514,0.0446229986846447,21.6741573034
75,8.628343968136981,-5.279199884467893,-0.09757139841784125,0.3947489857673645,0.1020189970731735,22.077844311400003
76,10.55377295152799,-3.4003659033142526,-0.1058679774957848,0.1244060024619102,0.1062299981713295,8.83870967742
78,9.892934670520596,-3.9497135163133876,-0.10462846053884994,0.1841990053653717,0.0505965985357761,16.0540540541
86,8.5700579481191,-4.64855547929897,-0.06998745156513814,0.5268139839172363,0.0906985029578208,29.245398773
89,9.25927569664119,-4.026605018508334,-0.06551730932822256,0.4338299930095673,0.1526329964399338,18.6486486486
90,10.241385282981106,-2.987441709562084,-0.06354038267885592,0.2446310073137283,0.0972464010119438,13.3576642336
91,9.550679235592774,-4.2995868723409245,-0.10319259883943388,0.2304760068655014,0.0590430982410907,17.7391304348
92,9.086727057355631,-4.919606062241684,-0.11231559054971689,0.2703979909420013,0.0617251992225647,21.1849315068
98,11.13776657876425,-2.2919826189169683,-0.08114692314329784,0.0832659974694252,0.0356588996946811,8.74137931034
102,8.95181045980516,-5.317704880079319,-0.12081782867245339,0.2867720127105713,0.0972080007195472,13.6569037657
103,8.87659318581678,-5.272723295182907,-0.11054984931035153,0.3255470097064972,0.1128349974751472,12.0470588235
105,8.177795173879197,-5.458758927432363,-0.08254654312407342,0.5552250146865845,0.1362639963626862,18.2107023411
106,8.015513178695898,-5.510931656835815,-0.07112080735783521,0.65419602394104,0.2184550017118454,16.9304347826
107,7.934411005539495,-5.098709461527584,-0.055195620801421375,0.8300719857215881,0.2219340056180954,19.55
108,8.480234298929958,-4.826048121124707,-0.06524947860374855,0.5990239977836609,0.1763560026884079,17.2761627907
109,8.096072867738293,-5.068123030977318,-0.0631124566841805,0.7224559783935547,0.1669780015945435,22.9448275862
