blddensity,bldheight,vertohor,grasscover,hour,Id,treecover,Tmrt_shortwave,Tmrt_longwave,Tmrt_combined,Tmrt0_blddensity,Tmrt0_bldheight,Tmrt0_vertohor,Tmrt0_grasscover,Tmrt0_treecover,Tmrt00,Eshort00,Elong00
0.0400108993053436,4.95708154506,0.0667285025119781,0.260038309801,10,5,0.37027971868,75.3887761506964,61.931977207255215,74.32447390494877,71.59341882144548,71.59354586896342,71.60340273916177,70.76770660680796,63.11793803805182,54.80888069951078,269.8735914845156,447.34519566963263
0.0398877002298831,30.4029850746,0.2798810005187988,0.125453447496,10,17,0.114653447496,72.54143814931496,59.89239020549934,70.76579259659502,71.59341071349144,71.59379479471943,65.04742844414437,64.4160196454867,61.84563784466718,54.80888069951078,269.8735914845156,447.34519566963263
0.0402643010020256,14.4065934066,0.1466699987649918,0.0988826872605,10,18,0.0988826872605,78.1143402562655,65.00922176424984,76.41251924233205,71.59343543363423,71.59379178726073,69.39035501449587,68.96803384975482,66.88714978125972,54.80888069951078,269.8735914845156,447.34519566963263
0.0598201006650924,12.2867647059,0.1723159998655319,0.0630594400035,10,20,0.0639594400035,78.90521442657979,65.75995070521367,77.06899073689777,71.59453703299488,71.59485922216652,69.43109984191761,69.13862843928962,67.78398179283334,54.80888069951078,269.8735914845156,447.34519566963263
0.0418099015951156,21.2142857143,0.1414829939603806,0.246143396191,10,22,0.246143396191,74.914976227311,61.73712981314861,73.51539726577403,71.5935348743501,71.59392192479794,69.63072444162276,68.58857797832638,63.28825376220402,54.80888069951078,269.8735914845156,447.34519566963263
0.1298879981040955,21.0236220472,0.583191990852356,0.112652310887,10,24,0.114452310887,68.03132346117343,55.77312512615606,66.23512062601554,71.59751126068852,71.59759505461437,61.16437605840776,60.48276838713076,57.74416337114474,54.80888069951078,269.8735914845156,447.34519566963263
0.1016189977526665,17.1404494382,0.3571879863739014,0.201891830015,10,25,0.201891830015,70.98181895676049,58.18983143863392,69.34180305782974,71.59638471196519,71.59664360856851,65.82534137528313,64.685696916886,59.999253918927536,54.80888069951078,269.8735914845156,447.34519566963263
0.1331229954957962,11.8034934498,0.2996410131454468,0.166206613841,10,26,0.166206613841,74.12331984333923,61.08976667901533,72.38605611880865,71.59763808782657,71.59792016358512,67.74950330156156,66.79619850350588,63.0071553805708,54.80888069951078,269.8735914845156,447.34519566963263
0.1649329960346222,25.8613861386,0.8492890000343323,0.118124825727,10,27,0.118124825727,62.61510009869744,50.9339662047679,61.031210939639664,71.59887825169648,71.59855663759146,56.30531762085599,55.59941940187503,52.66896283637277,54.80888069951078,269.8735914845156,447.34519566963263
0.1229600012302399,32.7162162162,0.8160009980201721,0.153145437954,10,28,0.152245437954,61.40775370430191,49.75382158851852,59.91204755513081,71.59723821660248,71.59694906775519,56.01687620000001,55.15792643926966,51.39372973061552,54.80888069951078,269.8735914845156,447.34519566963263
